REFERENCE,ISSUE,TITLE,MSN,MSN_STANDARD,FAL_IDENTIFIER,VERSION_RANK,ATA,STATION_NAME,TYPE_NAME,COMPLEMENT_LABEL,COMPLEMENT,GTI_IDENT,RTI_IDENT,STATUS,URGENT_NEED,GTD_IMPUTATION,CREATION_DATE,OPEN_DATE,ANALYSE_DATE,ANSWER_DATE,CLOSURE_DATE,CANCEL_DATE,LAST_REALLOCATED_NAME,LAST_REALLOCATED_DATE,REALLOCATED_REASON,MULTI_ANSWER,TEXT,ANSWER_TYPE_NAME,ANSWER_COMPLEMENT_LABEL,ANSWER_COMPLEMENT
N13134DU0003,1,Pas de continuité sur le Câble 2423-6516B ,13134,ST8,L,WZZ07/45,92.0,ST37,Intervention,WO/NC/Input,215986000,,,CLOSED,N,N,2025-12-16 14:42:00,2025-12-16 14:42:00,2025-12-16 16:09:00,2025-12-17 10:45:00,2025-12-17 10:55:00,,BSENT,2025-12-16 15:58:00,Mickael ATA 21: R.GRIL ATA 24: M.COLONNA ATA 26(WF)/49(+ATA31)/7X(+ATA31): F.APOLLIS ATA 27: G.BALANSA ATA 28(ATA31): P-A.LISSALDE ATA 31: D.CHAPIN ATA 32/36: K.BRU,Y,"#[NW]#NC#215986000#WN#2423-6516 B#  NC: 215986000 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Fil endommagé/coupé [NW] Numéro de câble: 2423-6516 B   Rubriques: Câblage Câblage: Ajout, Remplacement, câbles coupés Raison Câblage: Câble coupé / remplacé FIN (préciser les numéros des extrémités) ou Câble (préciser le numéro): 2423-6516B Précisez si des éléments ont été déposés pour accéder à l'intervention: Non  Texte libre : (complément d'informations): Suite au GTI 8920146, nous n'avons pas de continuité électrique sur le câble 2423-6516B. Nous n'avons pas trouvé l'endroit du défaut (longueur du câble --> 32m). Demandons reprise d'essai sur le câble après réparation du câble (sauf si sonné via un GTI en aval). merci d'avance. Numéro de téléphone pro: 0607732851  ",Intervention,WO/NC/Input,215986000
N13134DU0002,1,Dépose/Repose 11SQ,13134,ST8,L,WZZ07/45,,ST41,Intervention,WO/NC/Input,215879238,,,CLOSED,N,N,2025-12-04 21:38:00,2025-12-04 21:38:00,2025-12-05 09:14:00,2025-12-05 09:14:00,2025-12-08 08:24:00,,BSENT,2025-12-05 07:53:00,pierre,Y,"#[NB]#NC#215879238#FIN#11SQ#  NC: 215879238 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Stamp de prise déchiré [NB] FIN Number: 11SQ  Rubriques: Divers élec Divers élec: Autres élément électrique (diodes, capteurs, ...) Dépose / pose ou Remplacement: Dépose / pose FIN des éléments: 11SQ Numéro de câble (si possible):  Texte libre : (complément d'informations): Bonjour,   Suite à la NC215822966,  le 11SQ va être déposée/reposée   Demande de conduite à tenir,   Cordialement, Thibo  Numéro de téléphone pro: 0607753601 ",Intervention,WO/NC/Input,215879238
N13134DU0001,1,Quadrax 2373-7299 remplacée,13134,ST8,L,WZZ07/45,,ST41,Intervention,WO/NC/Input,215839994,,,OBSOLETE,N,N,2025-12-03 16:54:00,2025-12-03 16:54:00,2025-12-04 08:51:00,2025-12-04 08:51:00,,,BSENT,2025-12-04 08:13:00,pierre,Y,"#[NW]#NC#215839994#WN#2373-7299#  NC: 215839994 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Fil endommagé/coupé [NW] Numéro de câble: 2373-7299   Rubriques: Câblage Câblage: Ajout, Remplacement, câbles coupés Raison Câblage: Câble coupé / remplacé FIN (préciser les numéros des extrémités) ou Câble (préciser le numéro): 2373-7299 Précisez si des éléments ont été déposés pour accéder à l'intervention: 65VC  Texte libre : (complément d'informations): Bonjour,   Le quadrax 2373-7299 va être changée, la prise 65VC va être débranchée/rebranchée pour l'intervention.   Demande de conduite à tenir,   Cordialement, Thibo  Numéro de téléphone pro: 0607753601 ",Intervention,WO/NC/Input,215839994
N13133DU0001,1,REPRISE ESSAIS 2WD2,13133,ST5,S,FFT10/13,92.0,ST25,Intervention,WO/NC/Input,216057117,,,CLOSED,N,N,2026-01-08 23:39:00,2026-01-08 23:39:00,2026-01-09 08:29:00,2026-01-09 09:55:00,2026-01-12 06:56:00,,BSENT,2026-01-09 08:30:00,"pierre métal, BT ATA26, FAP",Y,"#[NV]#NC#NC 216057117#FIN#2WD2#  NC: NC 216057117 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 2WD2  Rubriques: Equipements rackés Equipements rackés: Remplacement Equipements téléchargeable ? : Non FIN des équipements impactés: 2WD2  Texte libre : (complément d'informations): suite a a changement du 2WD2 , merci d'effectuer une reprise d'essai sur l'equipement Numéro de téléphone pro: 0645675590 ",Intervention,WO/NC/Input,216057117
N13131DU0007,2,Scenario sleep NOK ,13131,ST5,S,UEA06/1,33.0,ST25,Intervention,WO/NC/Input,NC216026199,,,PENDING (New issue),N,N,2025-12-22 10:21:00,2025-12-22 10:21:00,2025-12-22 14:46:00,2025-12-22 14:46:00,,,BSENT,2025-12-22 10:25:00,Mickael,Y,"#[NU]#NC#216026199#FIN#CAM#  NC: 216026199 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Fonctionnelle Type de défaut (2 letter code): Mise à jour du logiciel [NU] FIN Number: CAM  Rubriques: Equipements rackés Equipements rackés: Remplacement Equipements téléchargeable ? : Oui FIN des équipements impactés: CAM  Texte libre : (complément d'informations): Bonjour , lors de l'essai eclairage cabine nous constatons que le scenario sleep n'est pas bon le ceiling est off au lieux d'être bleu Numéro de téléphone pro: 0776910905 ",Intervention,WO/NC/Input,NC216026199
N13131DU0006,1,Remplacement tuyauterie fuel mat gauche ,13131,ST5,S,UEA06/1,28.0,ST25,Intervention,WO/NC/Input,QLB SA.13131-0004,,,CLOSED,N,N,2025-12-19 05:57:00,2025-12-19 05:57:00,2025-12-19 09:50:00,2025-12-19 10:56:00,2025-12-19 14:44:00,,BSENT,2025-12-19 08:11:00,"pierre métal, BT ATA28, PAL",Y,"#[NV]#ALB/QLB#QLB SA.13131-0004#PN#ABS2071H398FCAA#  ALB: QLB SA.13131-0004 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Mécanique Type de défaut (2 letter code): Défauts visuels sur les pièces [NV] Part Number: ABS2071H398FCAA  Rubriques: Eléments mécanique Pièces structure avion: Tuyauteries Dépose / Pose ou Remplacement: Remplacement Système: Fuel Côté: Gauche Repère mécanique (P/N) ou FIN: ABS2071H398FCAA Zone (ex : Ventre Mou, Voilure&Nervure, Fuselage&Cadre, Moteur, etc...): Mât gauche Panneaux ou portes ouvertes pour accéder à l'élément : : Panneau 472AR  Texte libre : (complément d'informations): Demandons conduite à tenir pour reprise d'essai suite au remplacement de la tuyauterie carburant ABS2071H398FCAA sur le mât gauche Numéro de téléphone pro: 0668843849",Intervention,WO/NC/Input,QLB SA.13131-0004
N13131DU0005,1,Remplacement 60GG ,13131,ST5,S,UEA06/1,,ST25,Intervention,WO/NC/Input,215899937,,,CLOSED,N,N,2025-12-18 07:27:00,2025-12-18 07:27:00,2025-12-18 08:56:00,2025-12-18 08:57:00,2025-12-18 09:30:00,,BSENT,2025-12-18 08:12:00,pierre,Y,"#[NV]#NC#215899937#FIN#60 GG#  NC: 215899937 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Fonctionnelle Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 60 GG  Rubriques: VU (montage resp. FAL) VU: Remplacement FIN VU impacté : 60 GG FIN des prises déconnectées: 60 GG  Texte libre : (complément d'informations): L'indicateur 60GG est remplacé le 17/12/25 à 13H00. Merci de créer une reprise d'essai si nécessaire. (essai freinage ND a ce jour, Bache fuite AT avant remplacement) Numéro de téléphone pro: 0776910995",Intervention,WO/NC/Input,215899937
N13131DU0002,1,Prise 102TD-G débranchée - rebranchée,13131,ST5,S,UEA06/1,,ST25,Intervention,WO/NC/Input,215880502,,,CLOSED,N,N,2025-12-12 14:06:00,2025-12-12 14:06:00,2025-12-12 14:37:00,2025-12-15 07:18:00,2025-12-15 08:53:00,,BSENT,2025-12-12 14:20:00,"pierre ATA21, RG ATA22(31), SP ATA23, DBA ATA31, DC ATA34(+31), MT ATA46, MC",Y,"#[NV]#NC#215880502 #FIN#102TD-G#  NC: 215880502 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 102TD-G  Rubriques: Prises Prises: Prise débranchée/rebranchée Liste des FINs impactés (Prises): 102TD-G  Texte libre : (complément d'informations): Lors de la NC 215880502 l'intervenant à du brancher la prise 102TD-G afin de réparer le détrompeur de la prise. demandons conduite à tenir. Numéro de téléphone pro: 0000000000 ",Intervention,WO/NC/Input,215880502
N13131DU0001,1,Remplacement 7PB1,13131,ST5,S,UEA06/1,,ST25,Intervention,WO/NC/Input,215888106,,,CLOSED,N,N,2025-12-12 13:42:00,2025-12-12 13:42:00,2025-12-12 15:42:00,2025-12-12 15:42:00,2025-12-15 06:50:00,,BSENT,2025-12-12 14:17:00,pierre,Y,"#[NF]#NC#215888106 #FIN#7PB1#  NC: 215888106 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Fonctionnelle Type de défaut (2 letter code): Défaut fonctionnel [NF] FIN Number: 7PB1  Rubriques: Divers élec Divers élec: Autres élément électrique (diodes, capteurs, ...) Dépose / pose ou Remplacement: Remplacement FIN des éléments: 7PB1 Numéro de câble (si possible):  Texte libre : (complément d'informations): Lors de la NC 215888106 le BP BAT1 7PB1 a été remplacé demandons conduite à tenir. Numéro de téléphone pro: XXXXXXXXXXX",Intervention,WO/NC/Input,215888106
N13125DU0015,1,Cockpit 120VU - Contactor 3XG Damaged,13125,ST5,S,72X09/6,,ST25,Intervention,WO/NC/Input,216103788,,,OPEN,N,N,2026-01-12 23:36:00,2026-01-12 23:36:00,,,,,,,,N,"#[NV]#NC#216103788#FIN#3XG#  NC: 216103788 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 3XG  Rubriques: Divers élec Divers élec: Contacteur Dépose / pose ou Remplacement: Remplacement FIN des éléments: 3XG Numéro de câble (si possible):  Texte libre : (complément d'informations): Suite à la NC 216103788, en vue du remplacement du contacteur 3XG et de la déconnection de la prise 3XG-B, veuillez nous indiquer si besoin de reprise d'essai Numéro de téléphone pro: 0643303979",Intervention,WO/NC/Input,216103788
N13125DU0014,1,Remplacement bielle palonier,13125,ST5,S,72X09/6,,ST25,Intervention,WO/NC/Input,216054980,,,OPEN,N,N,2026-01-12 13:32:00,2026-01-12 13:32:00,,,,,BSENT,2026-01-12 13:34:00,Mickael,Y,"#[NV]#NC#216054980#PN#A0001073800000#  NC: 216054980 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Mécanique Type de défaut (2 letter code): Défauts visuels sur les pièces [NV] Part Number: A0001073800000  Rubriques: Eléments mécanique Pièces structure avion: Autres Dépose / Pose ou Remplacement: Remplacement Système: Autres Côté: Les deux Repère mécanique (P/N) ou FIN: A0001073800000 Zone (ex : Ventre Mou, Voilure&Nervure, Fuselage&Cadre, Moteur, etc...): 90VU Panneaux ou portes ouvertes pour accéder à l'élément : : 90VU  Texte libre : (complément d'informations): Remplacement de la bielle de conjugaison soute 90VU pn A0001073800000 suite a impact 216054980. Demande reprise d'essai si nécessaire (sans esao) Numéro de téléphone pro: 0776910995",Intervention,WO/NC/Input,216054980
N13125DU0013,1,Remplacement 8XE ,13125,ST5,S,72X09/6,,ST25,Intervention,WO/NC/Input,216067247,,,ANALYSED,N,N,2026-01-12 13:11:00,2026-01-12 13:11:00,2026-01-12 15:11:00,,,,BSENT,2026-01-12 13:25:00,Mickael ATA 24: G.BALANSA/T.OUFELLA,Y,"#[NF]#NC#216067247#FIN#8XE#  NC: 216067247 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Fonctionnelle Type de défaut (2 letter code): Défaut fonctionnel [NF] FIN Number: 8XE  Rubriques: Eléments mécanique Pièces structure avion: Autres Dépose / Pose ou Remplacement: Remplacement Système: Hydraulique Circuit: Bleu Précisez la référence (P/N): 520913 Identification ligne: BLEU Zone (ex : Ventre Mou, Voilure&Nervure, Fuselage&Cadre, Moteur, etc...): case de train axe avion Tenant ou aboutissant de la ligne (FIN + port hydraulique): 8XE CIRCUIT BLEU La bâche hydraulique a t-elle été vidée ?: NON  Texte libre : (complément d'informations): Remplacement 8XE suite a NC 216067247 Numéro de téléphone pro: 0776910995",Intervention,WO/NC/Input,216067247
N13125DU0012,1,remplacement camera 20RA,13125,ST5,S,72X09/6,,ST25,Intervention,WO/NC/Input,216086622,,,CLOSED,N,N,2026-01-09 14:14:00,2026-01-09 14:14:00,2026-01-09 14:47:00,2026-01-09 14:48:00,2026-01-12 13:11:00,,BSENT,2026-01-09 14:20:00,pierre,Y,"#[NV]#NC#216086622#FIN#20RA#  NC: 216086622 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 20RA  Rubriques: Divers élec Divers élec: Autres élément électrique (diodes, capteurs, ...) Dépose / pose ou Remplacement: Remplacement FIN des éléments: 20RA Numéro de câble (si possible):  Texte libre : (complément d'informations): Bonjour, Suite a la NC 216086622 , la camera cockpit 20RA va etre remplacé , Demandons reprise d'essais si nécessaire Numéro de téléphone pro: 0776910995",Intervention,WO/NC/Input,216086622
N13125DU0008,1,demande RTI ,13125,ST5,S,72X09/6,26.0,ST35,Intervention,WO/NC/Input,216054825 ,,,CLOSED,N,N,2026-01-07 15:20:00,2026-01-07 15:20:00,2026-01-07 16:51:00,2026-01-08 16:09:00,2026-01-08 16:17:00,,BSENT,2026-01-08 10:37:00,Mickael ATA 20: B.TORRA ATA 26: G.CPOUPY/A.DREMONT ATA 26: P-A.LISSALDE,Y,"#[NV]#NC#216054825 #FIN#4015WX et 4020WX#  NC: 216054825 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Mécanique Type de défaut (2 letter code): Défauts visuels sur les pièces [NV] FIN Number: 4015WX et 4020WX  Rubriques: Eléments mécanique Pièces structure avion: Autres Dépose / Pose ou Remplacement: Remplacement Système: Autres Côté: Les deux Repère mécanique (P/N) ou FIN: 4015WX et 4020WX Zone (ex : Ventre Mou, Voilure&Nervure, Fuselage&Cadre, Moteur, etc...): Cargo Panneaux ou portes ouvertes pour accéder à l'élément : : Zone ouverte  Texte libre : (complément d'informations): Bonjour , besoin de reprise d'essai suite aux NC 216054825 et 216055862 ( refus des bouteilles d'extinction 4015WX et 4020WX ). GTI : 8260104 concernant les têtes de décharges Numéro de téléphone pro: 0607835805 ",Intervention,WO/NC/Input,216054825 
N13125DU0007,1,remplacement equipement 1WD,13125,ST5,S,72X09/6,,ST25,Intervention,WO/NC/Input,216044342,,,CLOSED,N,N,2026-01-07 11:13:00,2026-01-07 11:13:00,2026-01-07 12:17:00,2026-01-07 14:09:00,2026-01-07 14:58:00,,BSENT,2026-01-07 11:46:00,Mickael ATA 20: B.TORRA ATA 26: F.APOLLIS,Y,"#[NV]#NC#216044342#FIN#1WD#  NC: 216044342 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 1WD  Rubriques: VU (montage resp. FAL) VU: Remplacement FIN VU impacté : 1WD FIN des prises déconnectées: 1WD-A, 1WD-B, 1WD-C, 1WD-D, 1WD-E, 1WD-F  Texte libre : (complément d'informations): Bonjour, Suite a la NC 216044342 suivant le QSR TO/D/EQ/25-00019 l'equipement 1WD a été remplacé. Demandons reprise d'essais si nécessaire  Numéro de téléphone pro: 07 76 91 09 95",Intervention,WO/NC/Input,216044342
N13125DU0006,1,remplacement  sonde AOA3 ,13125,ST5,S,72X09/6,,ST25,Intervention,WO/NC/Input,216045923,,,CLOSED,N,N,2026-01-07 10:59:00,2026-01-07 10:59:00,2026-01-07 14:03:00,2026-01-07 15:14:00,2026-01-08 08:13:00,,BSENT,2026-01-07 11:42:00,Mickael ATA 20: B.TORRA ATA 30: B.BARBE ATA 34: Y.JABRI ,Y,"#[NV]#NC#216045923#FIN#3FP3#  NC: 216045923 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 3FP3  Rubriques: Divers élec Divers élec: Autres élément électrique (diodes, capteurs, ...) Dépose / pose ou Remplacement: Remplacement FIN des éléments: 3FP3 Numéro de câble (si possible):  Texte libre : (complément d'informations): Bonjour, Suite a la NC 216045923 la sonde AOA3 3FP3 a été remplacée Demandons reprise d'essais si possible sans FX ESAO AOA ( ESAO encore dispo mais DADO cabine monté ) Numéro de téléphone pro: 07 76 91 09 95",Intervention,WO/NC/Input,216045923
N13125DU0004,1,Reprise essai sonde incidence 3FP3 ,13125,ST5,S,72X09/6,,ST25,Intervention,WO/NC/Input,216045923 ,,,CLOSED,Y,N,2026-01-06 16:52:00,2026-01-06 16:52:00,2026-01-06 19:49:00,2026-01-07 07:51:00,2026-01-07 14:57:00,,BSENT,2026-01-06 17:01:00,U ATA20 D.BARON ATA30 B.BARBE ATA34 Y.JABRI,Y,"#[NF]#NC#216045923#FIN#3FP3#  NC: 216045923  Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Fonctionnelle  Type de défaut (2 letter code): Défaut fonctionnel [NF]  FIN Number: 3FP3  Rubriques: Eléments mécanique  Pièces structure avion: Autres  Dépose / Pose ou Remplacement: Remplacement  Système: Autres  Côté: Gauche  Repère mécanique (P/N) ou FIN: P/N C16291AB S/N Q06747070009 CMS 6314291454  Zone (ex : Ventre Mou, Voilure&Nervure, Fuselage&Cadre, Moteur, etc...): sonde d'incidence AOA  Panneaux ou portes ouvertes pour accéder à l'élément : : Aucun  Texte libre : (complément d'informations): Suite au futur remplacement de la sonde AOA 3FP3 P/N C16291AB S/N Q06747070009 CMS 6314291454, demandons reprise essai.  Numéro de téléphone pro: 0649526376 ",Intervention,WO/NC/Input,216045923 
N13124DU0016,1,Remplacement CLEDU cover light C51-53RH,13124,ST5,S,TVF01/24,,ST25,Intervention,WO/NC/Input,SA.13124-0047,,,CLOSED,N,N,2026-01-09 11:05:00,2026-01-09 11:05:00,2026-01-09 11:54:00,2026-01-09 11:54:00,2026-01-09 15:47:00,,BSENT,2026-01-09 11:07:00,Mickael ,Y,"#[NF]#ALB/QLB#13124 SA.13124-0047#FD#Sidewall Panel#  ALB: 13124 SA.13124-0047 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Fonctionnelle Type de défaut (2 letter code): Défaut fonctionnel [NF] Mot-clé si aucune information n'est disponible (FD): Sidewall Panel  Rubriques: Divers élec Divers élec: Autres élément électrique (diodes, capteurs, ...) Dépose / pose ou Remplacement: Remplacement FIN des éléments: 21LG Numéro de câble (si possible):  Texte libre : (complément d'informations): Suite à un futur remplacement du cledu coverlight C51-53RH. Numéro de téléphone pro: XXXXXXXXXX",Intervention,WO/NC/Input,SA.13124-0047
N13124DU0014,1,Remplacement Flotteur Caisson Central,13124,ST5,S,TVF01/24,,ST25,Intervention,WO/NC/Input,216062304,,,CLOSED,N,N,2026-01-08 21:45:00,2026-01-08 21:45:00,2026-01-09 14:51:00,2026-01-09 14:51:00,2026-01-12 05:10:00,,BSENT,2026-01-09 07:54:00,pierre,Y,"#[NV]#NC#216062304#PN#FRH050001-1#  NC: 216062304 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Mécanique Type de défaut (2 letter code): Défauts visuels sur les pièces [NV] Part Number: FRH050001-1  Rubriques: Eléments mécanique Pièces structure avion: Autres Dépose / Pose ou Remplacement: Remplacement Système: Fuel Côté: Droit Repère mécanique (P/N) ou FIN: FRH050001-1 Zone (ex : Ventre Mou, Voilure&Nervure, Fuselage&Cadre, Moteur, etc...): Caisson central Panneaux ou portes ouvertes pour accéder à l'élément : : R.A.S  Texte libre : (complément d'informations): Demande de reprise d'essai suite au changement du flotteur magnétique 98QM. Numéro de téléphone pro: 0642773133",Intervention,WO/NC/Input,216062304
N13124DU0013,1,Remplacement Bleed Air,13124,ST5,S,TVF01/24,,ST25,Intervention,WO/NC/Input,216069815,,,CLOSED,N,N,2026-01-08 21:29:00,2026-01-08 21:29:00,2026-01-09 09:38:00,2026-01-09 15:18:00,2026-01-12 05:10:00,,BSENT,2026-01-09 07:53:00,"pierre métal, BT ATA36, PAL",Y,"#[NV]#NC#216069815#PN#D3617052010600#  NC: 216069815 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Mécanique Type de défaut (2 letter code): Défauts visuels sur les pièces [NV] Part Number: D3617052010600  Rubriques: Eléments mécanique Pièces structure avion: Tuyauteries Dépose / Pose ou Remplacement: Remplacement Système: Air Précisez la référence (P/N): D3617052010600 Zone (ex : Ventre Mou, Voilure&Nervure, Fuselage&Cadre, Moteur, etc...): Chapelle Avant Tenant ou aboutissant de la ligne (FIN, élément,..): N/A  Texte libre : (complément d'informations): Demande de reprise d'essai suite au changement de la bleed air. Numéro de téléphone pro: 0642773133 ",Intervention,WO/NC/Input,216069815
N13124DU0012,1,Remplacement trappe pantalon NLG ,13124,ST5,S,TVF01/24,32.0,ST25,Intervention,WO/NC/Input,216069180,,,CLOSED,N,N,2026-01-08 17:35:00,2026-01-08 17:35:00,2026-01-09 09:36:00,2026-01-09 13:12:00,2026-01-12 08:15:00,,BSENT,2026-01-09 07:52:00,"pierre métal, BT ATA32, KB",Y,"#[NS]#NC#216069180#PN#D5281010000200#  NC: 216069180 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Impact sur fuselage Type de défaut (2 letter code): Impact sur fuselage [NS] Part Number: D5281010000200  Rubriques: Chantier / Elément complet Nom ou raison du chantier: Impact trappe pantalon NLG Prises déconnectées: Equipements déposés (FIN): Eléments mécaniques déposés (P/N): D5281010000200 Panneaux déposés : Eléments cabine déposés (FIN, P/N, etc...): Autres: La trappe pantalon NLG sera remplacer  Texte libre : (complément d'informations):  Suite a NC 216069180 la trappe pantalon du train avant (PN : D5281010000200), va être remplacer.  Demandons conduite a tenir sans ESAO si possible, car la remise en état à été effectuer.  Numéro de téléphone pro: 0776985249",Intervention,WO/NC/Input,216069180
N13124DU0011,1,Rempalcement panneau breaker 123VU,13124,ST5,S,TVF01/24,24.0,ST25,Intervention,WO/NC/Input,215905977,,,CLOSED,N,N,2026-01-08 16:57:00,2026-01-08 16:57:00,2026-01-09 08:14:00,2026-01-09 14:43:00,2026-01-12 08:15:00,,BSENT,2026-01-09 07:51:00,"pierre ATA21, MR ATA24c, SL ATA24g, MT/TO ATA28, PAL ATA29, FC ATA30, BB",Y,"#[NV]#NC#215905977#FIN#123VU#  NC: 215905977 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 123VU  Rubriques: VU (montage resp. FAL) VU: Remplacement FIN VU impacté : 123VU FIN des prises déconnectées: 1MC // 2MC // 3MC // 12MC // 14MC // 16MC // 1XN1 // 1XN2 // 3XN1 // 3XN2 // 5XN1 // 5XN2 // 7XN1 // 7XN2 // 10XN // 28XN // 2GX // 3801GX // 3802GX // 2PU1 // 2PU2 // 1XC // 2XC // 1HQ // 2HQ // 1DG1 // 1DG2 // 2701GJ // 11QA // 12QA // 23XS // 2XG // 1XX // 2XX // 4XX  Texte libre : (complément d'informations): Suite a la NC 215905977 le panneau du 123VU a été remplacer. Pour cela tout les CB on été démonter pour installer le nouveau panneau. Demandons conduite a tenir sans ESAO si possible, car la remise en état a été réaliser Numéro de téléphone pro: 0776985249",Intervention,WO/NC/Input,215905977
N13124DU0009,1,Remplacement Sonde Incidence 3FP1,13124,ST5,S,TVF01/24,,ST25,Intervention,WO/NC/Input,216046324,,,CLOSED,N,N,2026-01-06 18:52:00,2026-01-06 18:52:00,2026-01-07 08:36:00,2026-01-07 15:13:00,2026-01-08 16:00:00,,BSENT,2026-01-07 08:29:00,"pierre métal, BT ATA30, BB ATA34, YJ",Y,"#[CI]#NC#216046324#FIN#3FP1#  NC: 216046324 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Processus Type de défaut (2 letter code): Inspection [CI] FIN Number: 3FP1  Rubriques: Divers élec Divers élec: Autres élément électrique (diodes, capteurs, ...) Dépose / pose ou Remplacement: Remplacement FIN des éléments: 3FP1 Numéro de câble (si possible): N/A  Texte libre : (complément d'informations): Demande de reprise d'essai suite au remplacement de la sonde 3FP1 (problème fournisseur). Numéro de téléphone pro: 0642773133",Intervention,WO/NC/Input,216046324
N13124DU0007,1,Demande reprise d'essai prise 6586VC4,13124,ST5,S,TVF01/24,25.0,ST25,Intervention,WO/NC/Input,216044586,,,CLOSED,N,N,2026-01-06 13:44:00,2026-01-06 13:44:00,2026-01-06 14:07:00,2026-01-06 14:14:00,2026-01-07 07:08:00,,BSENT,2026-01-06 13:59:00,SEAPHANH,Y,"#[NF]#NC#216044586#FIN#6586VC4#  NC: 216044586 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Fonctionnelle Type de défaut (2 letter code): Défaut fonctionnel [NF] FIN Number: 6586VC4  Rubriques: Prises Prises: Prise cassée Liste des FINs impactés (Prises): 6586VC4  Texte libre : (complément d'informations): Suite à la NC, demandons reprise d'essai. Numéro de téléphone pro: 0630976145",Intervention,WO/NC/Input,216044586
N13124DU0006,1,Remplacement tuyauterie D2825004102400,13124,ST5,S,TVF01/24,,ST25,Intervention,WO/NC/Input,216051821,,,CLOSED,N,N,2026-01-06 12:57:00,2026-01-06 12:57:00,2026-01-06 14:49:00,2026-01-06 16:33:00,2026-01-07 11:50:00,,BSENT,2026-01-06 13:46:00,SEAPHANH metal - BT ATA 28 - PAL,Y,"#[CW]#NC#216051821#PN#D2825004102400#  NC: 216051821 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: OSW (travaux restants) Type de défaut (2 letter code): OSW (travaux restants) [CW] Part Number: D2825004102400  Rubriques: Eléments mécanique Pièces structure avion: Tuyauteries Dépose / Pose ou Remplacement: Remplacement Système: Fuel Côté: Droit Repère mécanique (P/N) ou FIN: D2825004102400 Zone (ex : Ventre Mou, Voilure&Nervure, Fuselage&Cadre, Moteur, etc...): VOILURE DROITE NERVURE 1/2 Panneaux ou portes ouvertes pour accéder à l'élément : : 640AB  Texte libre : (complément d'informations): Suite a la NC 216051821 et au remplacement de la tuyauterie D2825004102400, nous vous demandons la solution de reprise d'essai s'il vous plait. Merci Numéro de téléphone pro: 0613805021 ",Intervention,WO/NC/Input,216051821
